"SSN","Country","Site","Region","Cluster","Plot","SiteID","Depth","Longitude","Latitude","Altitude","Date","Total_C","CORG","CINORG","pH","Clay_8um","Alox","Feox","LandCover","PlotCultMgd","GPP","KG_p_name","KG_p_code","KG_f_name","KG_f_code","KG_p_group","KG_f_group","MAT","MAP","PET","Delta14C","TurnoverTime","Zones","F14C","F14C_err","Delta14C_err","Delta13C","SSN.XRPD","Quartz","Erosion","Clay_1_1","Clay_2_1","Amorphous","Pedogenic_Oxides","Feldspars","Mox"
"icr062212","Madagascar","Didy","East Africa",4,9,"Didy_4_9","Subsoil",48.6881,-18.2798,1162,"18-04-12",3.07,3.07,0,4.47,88.9,0.50145059,0.361450297,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.6499999761581,1629,1442,-67.3,724,"SHZone3",0.9407,0.003,3,-25.29,"icr062196",51.5917,"no",22.4999,0,4.0008,18.9319,0,0.6821757385
"icr062213","Madagascar","Didy","East Africa",4,10,"Didy_4_10","Topsoil",48.6938,-18.2774,1126,"19-04-12",3.043,3.043,0,4.45,71.458,0.299056806,0.476373942,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.7875001430511,1653,1445,37.6,153,"SHZone3",1.0465,0.0034,3.4,-26.29,"icr062195",50.1739,"no",20.367,0,4.0465,16.1444,0,0.537243777
"icr062214","Madagascar","Didy","East Africa",4,10,"Didy_4_10","Subsoil",48.6938,-18.2774,1126,"19-04-12",1.713,1.713,0,4.5,65.202,0.233812508,0.395188537,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.7875001430511,1653,1445,-7.9,323,"SHZone3",1.0005,0.0021,2.1,-25.44,"icr062196",51.5917,"no",22.4999,0,4.0008,18.9319,0,0.4314067765
"icr062219","Madagascar","Didy","East Africa",5,3,"Didy_5_3","Topsoil",48.7164,-18.3374,1013,"21-05-12",3.37,3.37,0,4.29,73.702,0.262921966,0.546821943,"Forest","no",6.662028472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.4916667938232,1706,1414,67.9,91,"SHZone3",1.0769,0.0022,2.2,-26.1075,"icr062215",17.7965,"no",24.6416,0,4.4916,33.7957,0,0.5363329375
"icr062220","Madagascar","Didy","East Africa",5,3,"Didy_5_3","Subsoil",48.7164,-18.3374,1013,"21-05-12",2.06,2.06,0,4.33,71.941,0.239970174,0.534618881,"Forest","no",6.662028472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.4916667938232,1706,1414,-5.2,310,"SHZone3",1.0033,0.0017,1.7,-25.8805,"icr062216",17.2534,"no",19.7071,0,4.0071,33.6777,0,0.5072796145
"icr062227","Madagascar","Didy","East Africa",5,7,"Didy_5_7","Topsoil",48.7087,-18.3377,255,"21-05-12",3.453,3.453,0,4.33,83.652,0.243499875,0.61694356,"Forest","no",6.662028472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.4916667938232,1706,1414,18.9,209,"SHZone3",1.0276,0.002,2,-25.86,"icr062215",17.7965,"no",24.6416,0,4.4916,33.7957,0,0.551971655
"icr062228","Madagascar","Didy","East Africa",5,7,"Didy_5_7","Subsoil",48.7087,-18.3377,255,"21-05-12",2.142,2.142,0,4.35,80.651,0.22086473,0.544425901,"Forest","no",6.662028472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.4916667938232,1706,1414,-42.7,536,"SHZone3",0.9654,0.0018,1.8,-25.54,"icr062216",17.2534,"no",19.7071,0,4.0071,33.6777,0,0.4930776805
"icr062237","Madagascar","Didy","East Africa",6,2,"Didy_6_2","Topsoil",48.7092,-18.3233,995,"27-05-12",2.937,2.937,0,5.08,88,0.227270895,0.340456955,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.7958331902822,1724,1435,35.8,157,"SHZone3",1.0446,0.002,2,-26.0115,"icr062235",27.2076,"no",21.8428,0,4.9764,24.1683,2.8937,0.3974993725
"icr062238","Madagascar","Didy","East Africa",6,2,"Didy_6_2","Subsoil",48.7092,-18.3233,995,"27-05-12",1.802,1.802,0,4.78,91.42,0.212600442,0.303421781,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.7958331902822,1724,1435,-26.8,430,"SHZone3",0.9815,0.0021,2.1,-25.5615,"icr062235",27.2076,"no",21.8428,0,4.9764,24.1683,2.8937,0.3643113325
"icr062241","Madagascar","Didy","East Africa",6,4,"Didy_6_4","Topsoil",48.7156,-18.3228,1019,"23-05-12",2.062,2.062,0,4.59,35.329,0.197777974,0.140692245,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.7958331902822,1724,1435,49.9,124,"SHZone3",1.0588,0.0019,1.9,-26.16,"icr062235",27.2076,"no",21.8428,0,4.9764,24.1683,2.8937,0.2681240965
"icr062242","Madagascar","Didy","East Africa",6,4,"Didy_6_4","Subsoil",48.7156,-18.3228,1019,"23-05-12",1.183,1.183,0,4.65,56.237,0.181635332,0.118511738,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.7958331902822,1724,1435,-54.9,626,"SHZone3",0.9532,0.0019,1.9,-25.47,"icr062235",27.2076,"no",21.8428,0,4.9764,24.1683,2.8937,0.240891201
"icr062243","Madagascar","Didy","East Africa",6,5,"Didy_6_5","Topsoil",48.7144,-18.3216,1038,"27-05-12",3.371,3.371,0,4.47,77.291,0.266524822,0.225591871,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.7958331902822,1724,1435,29.9,174,"SHZone3",1.0386,0.002,2,-25.51,"icr062235",27.2076,"no",21.8428,0,4.9764,24.1683,2.8937,0.3793207575
"icr062244","Madagascar","Didy","East Africa",6,5,"Didy_6_5","Subsoil",48.7144,-18.3216,1038,"27-05-12",2.355,2.355,0,4.47,91.226,0.260834764,0.205991076,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.7958331902822,1724,1435,-42.7,536,"SHZone3",0.9654,0.0018,1.8,-25.22,"icr062235",27.2076,"no",21.8428,0,4.9764,24.1683,2.8937,0.363830302
"icr062247","Madagascar","Didy","East Africa",6,7,"Didy_6_7","Topsoil",48.7119,-18.317,1090,"27-05-12",4.157,4.157,0,4.49,54.31,0.298695402,0.350971847,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.7958331902822,1724,1435,25.2,188,"SHZone3",1.0339,0.0018,1.8,-26.07,"icr062235",27.2076,"no",21.8428,0,4.9764,24.1683,2.8937,0.4741813255
"icr062248","Madagascar","Didy","East Africa",6,7,"Didy_6_7","Subsoil",48.7119,-18.317,1090,"27-05-12",3.886,3.886,0,4.55,54.952,0.314155008,0.361987136,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.7958331902822,1724,1435,25.9,186,"SHZone3",1.0346,0.002,2,-25.92,"icr062235",27.2076,"no",21.8428,0,4.9764,24.1683,2.8937,0.495148576
"icr062249","Madagascar","Didy","East Africa",6,8,"Didy_6_8","Topsoil",48.7139,-18.3219,229,"27-05-12",3.964,3.964,0,4.52,81.29,0.280083694,0.258962727,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.7958331902822,1724,1435,44.4,136,"SHZone3",1.0532,0.0019,1.9,-25.82,"icr062235",27.2076,"no",21.8428,0,4.9764,24.1683,2.8937,0.4095650575
"icr062250","Madagascar","Didy","East Africa",6,8,"Didy_6_8","Subsoil",48.7139,-18.3219,229,"27-05-12",2.471,2.471,0,4.44,89.573,0.308142488,0.243579498,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.7958331902822,1724,1435,-30.7,455,"SHZone3",0.9775,0.002,2,-25.32,"icr062235",27.2076,"no",21.8428,0,4.9764,24.1683,2.8937,0.429932237
"icr062251","Madagascar","Didy","East Africa",6,9,"Didy_6_9","Topsoil",48.7118,-18.3216,1092,"27-05-12",4.776,4.776,0,4.74,71.682,0.326729085,0.2426341,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.7958331902822,1724,1435,46.8,131,"SHZone3",1.0557,0.002,2,-26.05,"icr062235",27.2076,"no",21.8428,0,4.9764,24.1683,2.8937,0.448046135
"icr062252","Madagascar","Didy","East Africa",6,9,"Didy_6_9","Subsoil",48.7118,-18.3216,1092,"27-05-12",2.614,2.614,0,4.75,68.913,0.30771593,0.179262205,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.7958331902822,1724,1435,-65.7,711,"SHZone3",0.9422,0.0019,1.9,-25.18,"icr062235",27.2076,"no",21.8428,0,4.9764,24.1683,2.8937,0.3973470325
"icr062253","Madagascar","Didy","East Africa",6,10,"Didy_6_10","Topsoil",48.7157,-18.318,1080,"27-05-12",3.784,3.784,0,4.57,64.675,0.380176338,0.309163018,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.7958331902822,1724,1435,33.8,163,"SHZone3",1.0426,0.0021,2.1,-26.35,"icr062235",27.2076,"no",21.8428,0,4.9764,24.1683,2.8937,0.534757847
"icr062254","Madagascar","Didy","East Africa",6,10,"Didy_6_10","Subsoil",48.7157,-18.318,1080,"27-05-12",2.622,2.622,0,4.57,73.302,0.367597488,0.263011652,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.7958331902822,1724,1435,16.1,219,"SHZone3",1.0248,0.002,2,-25.43,"icr062235",27.2076,"no",21.8428,0,4.9764,24.1683,2.8937,0.499103314
"icr062259","Madagascar","Didy","East Africa",7,3,"Didy_7_3","Topsoil",48.7147,-18.2955,1147,"04-06-12",4.25,4.25,0,4.56,66.611,0.406099483,0.569547208,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.8041669130325,1691,1439,49.6,125,"SHZone3",1.0585,0.0018,1.8,-26.2875,"icr062255",1.5069,"no",7.0205,2.507,3.7564,69.913,0,0.690873087
"icr062260","Madagascar","Didy","East Africa",7,3,"Didy_7_3","Subsoil",48.7147,-18.2955,1147,"04-06-12",2.427,2.427,0,4.56,76.566,0.400282562,0.520501452,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.8041669130325,1691,1439,-29.3,446,"SHZone3",0.979,0.0018,1.8,-25.6945,"icr062256",2.3875,"no",6.427,3.0517,3.9236,67.2847,1.4119,0.660533288
"icr062261","Madagascar","Didy","East Africa",7,4,"Didy_7_4","Topsoil",48.7112,-18.2946,1135,"04-06-12",5.097,5.097,0,4.32,40.319,0.550075765,0.775417039,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.8041669130325,1691,1439,3.4,270,"SHZone3",1.0119,0.0021,2.1,-26.44,"icr062255",1.5069,"no",7.0205,2.507,3.7564,69.913,0,0.9377842845
"icr062262","Madagascar","Didy","East Africa",7,4,"Didy_7_4","Subsoil",48.7112,-18.2946,1135,"04-06-12",3.856,3.856,0,4.5,45.334,0.529063903,0.759567606,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.8041669130325,1691,1439,3.9,267,"SHZone3",1.0125,0.0021,2.1,-26.39,"icr062256",2.3875,"no",6.427,3.0517,3.9236,67.2847,1.4119,0.908847706
"icr062263","Madagascar","Didy","East Africa",7,5,"Didy_7_5","Topsoil",48.7105,-18.2959,1145,"04-06-12",7.245,7.245,0,4.04,28.535,0.274890563,0.454456965,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.8041669130325,1691,1439,61.8,101,"SHZone3",1.0708,0.0036,3.6,-26.74,"icr062255",1.5069,"no",7.0205,2.507,3.7564,69.913,0,0.5021190455
"icr062264","Madagascar","Didy","East Africa",7,5,"Didy_7_5","Subsoil",48.7105,-18.2959,1145,"04-06-12",3.564,3.564,0,4.53,29.274,0.444995742,0.71544817,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.8041669130325,1691,1439,-25.1,420,"SHZone3",0.9832,0.0032,3.2,-25.79,"icr062256",2.3875,"no",6.427,3.0517,3.9236,67.2847,1.4119,0.802719827
"icr062265","Madagascar","Didy","East Africa",7,6,"Didy_7_6","Topsoil",48.7069,-18.2948,68,"05-06-12",4.231,4.231,0,4.04,85.4,0.333170379,0.354684258,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.7333333889643,1675,1439,52.5,119,"SHZone3",1.0614,0.0035,3.5,-25.56,"icr062255",1.5069,"no",7.0205,2.507,3.7564,69.913,0,0.510512508
"icr062266","Madagascar","Didy","East Africa",7,6,"Didy_7_6","Subsoil",48.7069,-18.2948,68,"05-06-12",2.295,2.295,0,4.53,86.096,0.282150193,0.274199487,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.7333333889643,1675,1439,-42.9,538,"SHZone3",0.9653,0.0021,2.1,-25.64,"icr062256",2.3875,"no",6.427,3.0517,3.9236,67.2847,1.4119,0.4192499365
"icr062281","Madagascar","Didy","East Africa",8,5,"Didy_8_5","Topsoil",48.7098,-18.2787,1130,"25-04-12",3.97,3.97,0,4.89,55.514,0.288149932,0.404292642,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.883333325386,1693,1445,31.2,170,"SHZone3",1.04,0.0018,1.8,-26.4475,"icr062275",23.7573,"no",1.9499,2.1587,3.9459,44.2752,1.8898,0.490296253
"icr062282","Madagascar","Didy","East Africa",8,5,"Didy_8_5","Subsoil",48.7098,-18.2787,1130,"25-04-12",1.987,1.987,0,4.77,75.079,0.228219785,0.171659347,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.883333325386,1693,1445,2,276,"SHZone3",1.0105,0.0018,1.8,-25.4515,"icr062276",25.1966,"no",4.1822,0,6.9936,45.1234,1.4033,0.3140494585
"icr062287","Madagascar","Didy","East Africa",8,8,"Didy_8_8","Topsoil",48.711,-18.2751,1204,"24-04-12",4.982,4.982,0,4.4,64.471,0.417185256,0.49004724,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.883333325386,1693,1445,46,132,"SHZone3",1.0549,0.0036,3.6,-26.02,"icr062275",23.7573,"no",1.9499,2.1587,3.9459,44.2752,1.8898,0.662208876
"icr062288","Madagascar","Didy","East Africa",8,8,"Didy_8_8","Subsoil",48.711,-18.2751,1204,"24-04-12",2.614,2.614,0,4.43,72.648,0.395978616,0.472603541,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.883333325386,1693,1445,-39.3,512,"SHZone3",0.9689,0.0023,2.3,-25.69,"icr062276",25.1966,"no",4.1822,0,6.9936,45.1234,1.4033,0.6322803865
"icr062294","Madagascar","Didy","East Africa",9,1,"Didy_9_1","Topsoil",48.7392,-18.349,1150,"16-05-12",3.629,3.629,0,4.57,77.633,0.267173341,0.568262411,"Forest","no",6.662028472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.6249999602636,1873,1474,42.8,140,"SHZone3",1.0517,0.0061,6.1,NA,"icr062294",7.5077,"no",8.9234,3.8506,0,44.2925,1.7818,0.5513045465
"icr062295","Madagascar","Didy","East Africa",9,1,"Didy_9_1","Subsoil",48.7392,-18.349,1150,"16-05-12",2.306,2.306,0,4.45,94.102,0.250173145,0.576139662,"Forest","no",6.662028472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.6249999602636,1873,1474,-51.6,601,"SHZone3",0.9565,0.0059,5.9,NA,"icr062295",8.953,"no",10.1288,3.8525,0,46.1695,1.8946,0.538242976
"icr062296","Madagascar","Didy","East Africa",9,2,"Didy_9_2","Topsoil",48.7347,-18.3434,1059,"15-05-12",3.943,3.943,0,4.23,88.615,0.306142119,0.505270033,"Forest","no",6.662028472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.6249999602636,1873,1474,34.9,160,"SHZone3",1.0438,0.0018,1.8,-25.72,"icr062294",7.5077,"no",8.9234,3.8506,0,44.2925,1.7818,0.5587771355
"icr062297","Madagascar","Didy","East Africa",9,2,"Didy_9_2","Subsoil",48.7347,-18.3434,1059,"15-05-12",2.428,2.428,0,4.28,87.299,0.30040276,0.390524327,"Forest","no",6.662028472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.6249999602636,1873,1474,-24.7,417,"SHZone3",0.9836,0.0016,1.6,-25.53,"icr062295",8.953,"no",10.1288,3.8525,0,46.1695,1.8946,0.4956649235
"icr062298","Madagascar","Didy","East Africa",9,3,"Didy_9_3","Topsoil",48.7403,-18.3477,1158,"16-05-12",3.893,3.893,0,4.57,76.671,0.31216497,0.511874825,"Forest","no",6.662028472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.6249999602636,1873,1474,18.2,211,"SHZone3",1.0268,0.0017,1.7,-25.71,"icr062294",7.5077,"no",8.9234,3.8506,0,44.2925,1.7818,0.5681023825
"icr062299","Madagascar","Didy","East Africa",9,3,"Didy_9_3","Subsoil",48.7403,-18.3477,1158,"16-05-12",3.447,3.447,0,4.41,80.113,0.270782783,0.628804575,"Forest","no",6.662028472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.6249999602636,1873,1474,43.9,137,"SHZone3",1.0528,0.0016,1.6,-26.09,"icr062295",8.953,"no",10.1288,3.8525,0,46.1695,1.8946,0.5851850705
"icr062302","Madagascar","Didy","East Africa",9,5,"Didy_9_5","Topsoil",48.7331,-18.3427,1035,"15-05-12",3.434,3.434,0,4.37,81.447,0.280483933,0.420376244,"Forest","no",6.662028472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.6833333571752,1881,1476,48.1,128,"SHZone3",1.057,0.0019,1.9,-26.39,"icr062294",7.5077,"no",8.9234,3.8506,0,44.2925,1.7818,0.490672055
"icr062303","Madagascar","Didy","East Africa",9,5,"Didy_9_5","Subsoil",48.7331,-18.3427,1035,"15-05-12",2.123,2.123,0,4.29,79.87,0.292241832,0.415017749,"Forest","no",6.662028472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.6833333571752,1881,1476,-40.9,523,"SHZone3",0.9672,0.0018,1.8,-25.64,"icr062295",8.953,"no",10.1288,3.8525,0,46.1695,1.8946,0.4997507065
"icr062306","Madagascar","Didy","East Africa",9,7,"Didy_9_7","Topsoil",48.7353,-18.3491,1164,"16-05-12",5.154,5.154,0,4.41,77.772,0.335809942,0.686405787,"Forest","no",6.662028472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.6249999602636,1873,1474,56.2,111,"SHZone3",1.0652,0.0018,1.8,-26.36,"icr062294",7.5077,"no",8.9234,3.8506,0,44.2925,1.7818,0.6790128355
"icr062307","Madagascar","Didy","East Africa",9,7,"Didy_9_7","Subsoil",48.7353,-18.3491,1164,"16-05-12",2.687,2.687,0,4.35,90.038,0.334118234,0.65646971,"Forest","no",6.662028472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.6249999602636,1873,1474,-10.5,337,"SHZone3",0.9979,0.0016,1.6,-25.91,"icr062295",8.953,"no",10.1288,3.8525,0,46.1695,1.8946,0.662353089
"icr062308","Madagascar","Didy","East Africa",9,8,"Didy_9_8","Topsoil",48.7346,-18.3483,1124,"16-05-12",4.853,4.853,0,4.27,79.422,0.447208077,0.797419086,"Forest","no",6.662028472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.6249999602636,1873,1474,32.1,167,"SHZone3",1.0409,0.0019,1.9,-25.87,"icr062294",7.5077,"no",8.9234,3.8506,0,44.2925,1.7818,0.84591762
"icr062309","Madagascar","Didy","East Africa",9,8,"Didy_9_8","Subsoil",48.7346,-18.3483,1124,"16-05-12",3.296,3.296,0,4.4,84.989,0.410011816,0.74302204,"Forest","no",6.662028472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.6249999602636,1873,1474,5.2,262,"SHZone3",1.0137,0.0018,1.8,-25.58,"icr062295",8.953,"no",10.1288,3.8525,0,46.1695,1.8946,0.781522836
"icr062312","Madagascar","Didy","East Africa",9,10,"Didy_9_10","Topsoil",48.7391,-18.3409,1118,"15-05-12",4.01,4.01,0,4.54,69.614,0.285774057,0.639929982,"Forest","no",6.662028472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.5333333412806,1858,1467,31.5,169,"SHZone3",1.0403,0.0019,1.9,-25.84,"icr062294",7.5077,"no",8.9234,3.8506,0,44.2925,1.7818,0.605739048
"icr062313","Madagascar","Didy","East Africa",9,10,"Didy_9_10","Subsoil",48.7391,-18.3409,1118,"15-05-12",2.453,2.453,0,4.48,77.039,0.259896914,0.588714845,"Forest","no",6.662028472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.5333333412806,1858,1467,-9.7,332,"SHZone3",0.9987,0.0019,1.9,-25.6,"icr062295",8.953,"no",10.1288,3.8525,0,46.1695,1.8946,0.5542543365
"icr062316","Madagascar","Didy","East Africa",10,2,"Didy_10_2","Topsoil",48.7354,-18.32,1000,"17-05-12",2.169,2.169,0,4.46,39.275,0.272402073,0.35407006,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0916665792465,1926,1497,-10.2,335,"SHZone3",0.9982,0.0018,1.8,-25.34,"icr062314",42.4205,"no",29.5649,0,2.1443,18.9396,0,0.449437103
"icr062317","Madagascar","Didy","East Africa",10,2,"Didy_10_2","Subsoil",48.7354,-18.32,1000,"17-05-12",3.029,3.029,0,4.62,89.762,0.28756313,0.363398769,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0916665792465,1926,1497,39.1,149,"SHZone3",1.048,0.0019,1.9,-25.97,"icr062315",38.1917,"no",31.4084,0,2.4013,21.2938,0,0.4692625145
"icr062318","Madagascar","Didy","East Africa",10,3,"Didy_10_3","Topsoil",48.7376,-18.3213,1000,"17-05-12",3.511,3.511,0,4.58,73.256,0.267150728,0.225642953,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0916665792465,1926,1497,50.1,124,"SHZone3",1.059,0.0021,2.1,-26,"icr062314",42.4205,"no",29.5649,0,2.1443,18.9396,0,0.3799722045
"icr062319","Madagascar","Didy","East Africa",10,3,"Didy_10_3","Subsoil",48.7376,-18.3213,1000,"17-05-12",1.927,1.927,0,4.48,84.3,0.229519053,0.216939543,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0916665792465,1926,1497,-72,763,"SHZone3",0.9359,0.0018,1.8,-25.28,"icr062315",38.1917,"no",31.4084,0,2.4013,21.2938,0,0.3379888245
"icr062320","Madagascar","Didy","East Africa",10,7,"Didy_10_7","Topsoil",48.738,-18.3232,1014,"17-05-12",3.267,3.267,0,4.59,74.851,0.254057139,0.285960458,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0916665792465,1926,1497,46.5,131,"SHZone3",1.0554,0.0019,1.9,-25.95,"icr062314",42.4205,"no",29.5649,0,2.1443,18.9396,0,0.397037368
"icr062321","Madagascar","Didy","East Africa",10,7,"Didy_10_7","Subsoil",48.738,-18.3232,1014,"17-05-12",1.654,1.654,0,4.51,80.612,0.264886506,0.272607197,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0916665792465,1926,1497,-56.1,635,"SHZone3",0.9519,0.0018,1.8,-25.18,"icr062315",38.1917,"no",31.4084,0,2.4013,21.2938,0,0.4011901045
"icr062322","Madagascar","Didy","East Africa",10,8,"Didy_10_8","Topsoil",48.7375,-18.3185,1017,"17-05-12",3.69,3.69,0,4.5,72.673,0.249872882,0.357002165,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0916665792465,1926,1497,40.9,144,"SHZone3",1.0497,0.0018,1.8,-26.13,"icr062314",42.4205,"no",29.5649,0,2.1443,18.9396,0,0.4283739645
"icr062323","Madagascar","Didy","East Africa",10,8,"Didy_10_8","Subsoil",48.7375,-18.3185,1017,"17-05-12",1.995,1.995,0,4.52,78.861,0.226221514,0.405642265,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0916665792465,1926,1497,-31.3,459,"SHZone3",0.977,0.0022,2.2,-25.56,"icr062315",38.1917,"no",31.4084,0,2.4013,21.2938,0,0.4290426465
"icr062324","Madagascar","Didy","East Africa",10,9,"Didy_10_9","Topsoil",48.7358,-18.3188,1007,"17-05-12",4.426,4.426,0,4.51,66.173,0.310526121,0.303596749,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0916665792465,1926,1497,59.5,105,"SHZone3",1.0685,0.0018,1.8,-26.12,"icr062314",42.4205,"no",29.5649,0,2.1443,18.9396,0,0.4623244955
