"SSN","Site","Cluster","Plot","Depth","Longitude","Latitude","KG_p_name","KG_p_code","KG_f_name","KG_f_code","KG_p_group","KG_f_group","MAT","MAP","PET"
"icr062281","Didy",8,5,"Topsoil",48.7098,-18.2787,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.883333325386,1693,1445
"icr062282","Didy",8,5,"Subsoil",48.7098,-18.2787,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.883333325386,1693,1445
"icr062287","Didy",8,8,"Topsoil",48.711,-18.2751,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.883333325386,1693,1445
"icr062288","Didy",8,8,"Subsoil",48.711,-18.2751,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.883333325386,1693,1445
"icr062294","Didy",9,1,"Topsoil",48.7392,-18.349,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.6249999602636,1873,1474
"icr062295","Didy",9,1,"Subsoil",48.7392,-18.349,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.6249999602636,1873,1474
"icr062296","Didy",9,2,"Topsoil",48.7347,-18.3434,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.6249999602636,1873,1474
"icr062297","Didy",9,2,"Subsoil",48.7347,-18.3434,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.6249999602636,1873,1474
"icr062298","Didy",9,3,"Topsoil",48.7403,-18.3477,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.6249999602636,1873,1474
"icr062299","Didy",9,3,"Subsoil",48.7403,-18.3477,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.6249999602636,1873,1474
"icr062302","Didy",9,5,"Topsoil",48.7331,-18.3427,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.6833333571752,1881,1476
"icr062303","Didy",9,5,"Subsoil",48.7331,-18.3427,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.6833333571752,1881,1476
"icr062306","Didy",9,7,"Topsoil",48.7353,-18.3491,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.6249999602636,1873,1474
"icr062307","Didy",9,7,"Subsoil",48.7353,-18.3491,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.6249999602636,1873,1474
"icr062308","Didy",9,8,"Topsoil",48.7346,-18.3483,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.6249999602636,1873,1474
"icr062309","Didy",9,8,"Subsoil",48.7346,-18.3483,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.6249999602636,1873,1474
"icr062312","Didy",9,10,"Topsoil",48.7391,-18.3409,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.5333333412806,1858,1467
"icr062313","Didy",9,10,"Subsoil",48.7391,-18.3409,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.5333333412806,1858,1467
"icr062316","Didy",10,2,"Topsoil",48.7354,-18.32,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0916665792465,1926,1497
"icr062317","Didy",10,2,"Subsoil",48.7354,-18.32,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0916665792465,1926,1497
"icr062318","Didy",10,3,"Topsoil",48.7376,-18.3213,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0916665792465,1926,1497
"icr062319","Didy",10,3,"Subsoil",48.7376,-18.3213,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0916665792465,1926,1497
"icr062320","Didy",10,7,"Topsoil",48.738,-18.3232,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0916665792465,1926,1497
"icr062321","Didy",10,7,"Subsoil",48.738,-18.3232,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0916665792465,1926,1497
"icr062322","Didy",10,8,"Topsoil",48.7375,-18.3185,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0916665792465,1926,1497
"icr062323","Didy",10,8,"Subsoil",48.7375,-18.3185,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0916665792465,1926,1497
"icr062324","Didy",10,9,"Topsoil",48.7358,-18.3188,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0916665792465,1926,1497
"icr062325","Didy",10,9,"Subsoil",48.7358,-18.3188,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0916665792465,1926,1497
"icr062336","Didy",11,2,"Topsoil",48.7418,-18.297,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.7416667143504,1857,1482
"icr062337","Didy",11,2,"Subsoil",48.7418,-18.297,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.7416667143504,1857,1482
"icr062339","Didy",11,4,"Topsoil",48.7365,-18.2977,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.8958332935969,1728,1438
"icr062340","Didy",11,4,"Subsoil",48.7365,-18.2977,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.8958332935969,1728,1438
"icr062351","Didy",11,10,"Topsoil",48.736,-18.3009,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.8791664838791,1739,1438
"icr062352","Didy",11,10,"Subsoil",48.736,-18.3009,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.8791664838791,1739,1438
"icr062353","Didy",12,1,"Topsoil",48.7363,-18.2763,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.5916666984558,1678,1428
"icr062354","Didy",12,1,"Subsoil",48.7363,-18.2763,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.5916666984558,1678,1428
"icr062355","Didy",12,2,"Topsoil",48.7349,-18.2724,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.4125000635783,1656,1419
"icr062356","Didy",12,2,"Subsoil",48.7349,-18.2724,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.4125000635783,1656,1419
"icr062357","Didy",12,3,"Topsoil",48.7321,-18.2748,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.633333325386,1679,1431
"icr062358","Didy",12,3,"Subsoil",48.7321,-18.2748,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.633333325386,1679,1431
"icr062359","Didy",12,4,"Topsoil",48.7372,-18.2749,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.4125000635783,1656,1419
"icr062360","Didy",12,4,"Subsoil",48.7372,-18.2749,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.4125000635783,1656,1419
"icr062365","Didy",12,7,"Topsoil",48.7338,-18.2715,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.4125000635783,1656,1419
"icr062366","Didy",12,7,"Subsoil",48.7338,-18.2715,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.4125000635783,1656,1419
"icr062369","Didy",12,9,"Topsoil",48.7336,-18.2716,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.4125000635783,1656,1419
"icr062370","Didy",12,9,"Subsoil",48.7336,-18.2716,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.4125000635783,1656,1419
"icr062381","Didy",13,5,"Topsoil",48.7638,-18.3392,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.6041665077209,2054,1516
"icr062382","Didy",13,5,"Subsoil",48.7638,-18.3392,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.6041665077209,2054,1516
"icr062383","Didy",13,6,"Topsoil",48.7624,-18.338,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.6041665077209,2054,1516
"icr062384","Didy",13,6,"Subsoil",48.7624,-18.338,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.6041665077209,2054,1516
"icr062387","Didy",13,8,"Topsoil",48.7613,-18.3395,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.6041665077209,2054,1516
"icr062388","Didy",13,8,"Subsoil",48.7613,-18.3395,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.6041665077209,2054,1516
"icr062391","Didy",13,10,"Topsoil",48.7611,-18.3433,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.4333334366481,2039,1506
"icr062392","Didy",13,10,"Subsoil",48.7611,-18.3433,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.4333334366481,2039,1506
"icr062393","Didy",14,1,"Topsoil",48.7623,-18.3122,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333412806,1942,1495
"icr062394","Didy",14,1,"Subsoil",48.7623,-18.3122,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333412806,1942,1495
"icr062399","Didy",14,4,"Topsoil",48.7582,-18.3182,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333015442,1929,1494
"icr062400","Didy",14,4,"Subsoil",48.7582,-18.3182,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333015442,1929,1494
"icr062403","Didy",14,6,"Topsoil",48.7584,-18.3086,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333412806,1942,1495
"icr062404","Didy",14,6,"Subsoil",48.7584,-18.3086,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333412806,1942,1495
"icr062405","Didy",14,7,"Topsoil",48.7611,-18.3128,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333412806,1942,1495
"icr062406","Didy",14,7,"Subsoil",48.7611,-18.3128,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333412806,1942,1495
"icr062407","Didy",14,8,"Topsoil",48.7602,-18.3164,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333412806,1942,1495
"icr062408","Didy",14,8,"Subsoil",48.7602,-18.3164,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333412806,1942,1495
"icr062409","Didy",14,9,"Topsoil",48.7614,-18.3162,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333412806,1942,1495
"icr062410","Didy",14,9,"Subsoil",48.7614,-18.3162,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333412806,1942,1495
"icr062411","Didy",14,10,"Topsoil",48.7614,-18.3125,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333412806,1942,1495
"icr062412","Didy",14,10,"Subsoil",48.7614,-18.3125,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333412806,1942,1495
"icr062415","Didy",15,2,"Topsoil",48.7488,-18.3018,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.4708335002263,1824,1469
"icr062416","Didy",15,2,"Subsoil",48.7488,-18.3018,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.4708335002263,1824,1469
"icr062417","Didy",15,3,"Topsoil",48.7572,-18.3024,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.9416666030884,1907,1490
"icr062418","Didy",15,3,"Subsoil",48.7572,-18.3024,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.9416666030884,1907,1490
"icr062421","Didy",15,5,"Topsoil",48.7573,-18.303,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.9416666030884,1907,1490
"icr062422","Didy",15,5,"Subsoil",48.7573,-18.303,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.9416666030884,1907,1490
"icr062427","Didy",15,8,"Topsoil",48.7506,-18.2992,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.945833325386,1899,1493
"icr062428","Didy",15,8,"Subsoil",48.7506,-18.2992,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.945833325386,1899,1493
"icr062431","Didy",15,10,"Topsoil",48.7535,-18.2949,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.945833325386,1899,1493
"icr062432","Didy",15,10,"Subsoil",48.7535,-18.2949,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.945833325386,1899,1493
"icr062435","Didy",16,2,"Topsoil",48.7581,-18.2736,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.7874999841054,1866,1481
"icr062436","Didy",16,2,"Subsoil",48.7581,-18.2736,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.7874999841054,1866,1481
"icr062437","Didy",16,3,"Topsoil",48.7558,-18.2809,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.8583332300186,1878,1485
"icr062438","Didy",16,3,"Subsoil",48.7558,-18.2809,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.8583332300186,1878,1485
"icr062439","Didy",16,4,"Topsoil",48.7579,-18.2813,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.8583332300186,1878,1485
"icr062440","Didy",16,4,"Subsoil",48.7579,-18.2813,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.8583332300186,1878,1485
"icr062443","Didy",16,7,"Topsoil",48.763,-18.2765,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.3375000158946,1801,1460
"icr062444","Didy",16,7,"Subsoil",48.763,-18.2765,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.3375000158946,1801,1460
"icr062451","Didy",16,11,"Topsoil",48.763,-18.2754,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.3375000158946,1801,1460
"icr062452","Didy",16,11,"Subsoil",48.763,-18.2754,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.3375000158946,1801,1460
"icr068131","Nyalagari",2,7,"Topsoil",1.735128333,13.393575,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",29.212499777476,495,2904
"icr068132","Nyalagari",2,7,"Subsoil",1.735128333,13.393575,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",29.212499777476,495,2904
"icr068149","Nyalagari",3,6,"Topsoil",1.731593333,13.418405,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",29.1958332856496,488,2928
"icr068150","Nyalagari",3,6,"Subsoil",1.731593333,13.418405,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",29.1958332856496,488,2928
"icr068161","Nyalagari",4,2,"Topsoil",1.738738333,13.43555333,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",29.1749997933706,485,2937
"icr068162","Nyalagari",4,2,"Subsoil",1.738738333,13.43555333,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",29.1749997933706,485,2937
"icr068221","Nyalagari",7,2,"Topsoil",1.754711667,13.41339833,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",29.1999997297923,490,2935
"icr068222","Nyalagari",7,2,"Subsoil",1.754711667,13.41339833,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",29.1999997297923,490,2935
"icr068279","Nyalagari",10,1,"Topsoil",1.77919,13.38991667,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",29.2041664123535,495,2926
"icr068280","Nyalagari",10,1,"Subsoil",1.77919,13.38991667,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",29.2041664123535,495,2926
"icr068321","Nyalagari",12,2,"Topsoil",1.777961667,13.43786,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",29.0249999364217,487,2924
"icr068322","Nyalagari",12,2,"Subsoil",1.777961667,13.43786,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",29.0249999364217,487,2924
"icr068339","Nyalagari",13,1,"Topsoil",1.804516667,13.37199833,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",29.1583332220713,499,2908
"icr068340","Nyalagari",13,1,"Subsoil",1.804516667,13.37199833,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",29.1583332220713,499,2908
"icr068361","Nyalagari",14,2,"Topsoil",1.798298333,13.38568167,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",29.0916664600372,495,2922
"icr068362","Nyalagari",14,2,"Subsoil",1.798298333,13.38568167,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",29.0916664600372,495,2922
"icr068381","Nyalagari",15,2,"Topsoil",1.802671667,13.404805,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",29.0250000953674,494,2924
"icr068382","Nyalagari",15,2,"Subsoil",1.802671667,13.404805,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",29.0250000953674,494,2924
"icr068399","Nyalagari",16,1,"Topsoil",1.799123333,13.43122,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",28.9958333174388,489,2925
"icr068400","Nyalagari",16,1,"Subsoil",1.799123333,13.43122,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",28.9958333174388,489,2925
"icr068419","Pampaida",1,3,"Topsoil",8.123596667,11.28078,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.2083333333333,950,2366
"icr068420","Pampaida",1,3,"Subsoil",8.123596667,11.28078,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.2083333333333,950,2366
"icr068499","Pampaida",5,1,"Topsoil",8.145926667,11.29146167,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.3208334048589,944,2373
"icr068500","Pampaida",5,1,"Subsoil",8.145926667,11.29146167,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.3208334048589,944,2373
"icr068521","Pampaida",6,2,"Topsoil",8.148253333,11.31266,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.3583334684372,939,2375
"icr068522","Pampaida",6,2,"Subsoil",8.148253333,11.31266,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.3583334684372,939,2375
"icr068539","Pampaida",7,1,"Topsoil",8.150375,11.33524167,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.3916668097178,935,2383
"icr068540","Pampaida",7,1,"Subsoil",8.150375,11.33524167,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.3916668097178,935,2383
"icr068579","Pampaida",9,1,"Topsoil",8.166768333,11.28065833,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.3666667540868,944,2386
"icr068580","Pampaida",9,1,"Subsoil",8.166768333,11.28065833,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.3666667540868,944,2386
"icr068677","Pampaida",14,1,"Topsoil",8.19152,11.30931667,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.4958332379659,937,2395
"icr068678","Pampaida",14,1,"Subsoil",8.19152,11.30931667,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.4958332379659,937,2395
"icr068717","Pampaida",16,1,"Topsoil",8.194856667,11.34667,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.4916664759318,932,2391
"icr068718","Pampaida",16,1,"Subsoil",8.194856667,11.34667,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.4916664759318,932,2391
"icr070124","Kutigi",2,2,"Topsoil",5.671851667,9.191568333,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",27.3583336671193,1155,1851
"icr070125","Kutigi",2,2,"Subsoil",5.671851667,9.191568333,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",27.3583336671193,1155,1851
"icr070262","Kutigi",9,4,"Topsoil",5.711345,9.17576,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",27.4249999523163,1147,1892
"icr070263","Kutigi",9,4,"Subsoil",5.711345,9.17576,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",27.4249999523163,1147,1892
"icr070370","Kutigi",15,3,"Topsoil",5.73423,9.217246667,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",27.5499998728434,1143,1918
"icr070371","Kutigi",15,3,"Subsoil",5.73423,9.217246667,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",27.5499998728434,1143,1918
"icr072246","Sanza Pompo",1,1,"Topsoil",15.68749167,-7.37775,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.5000000397364,1464,1389
"icr072247","Sanza Pompo",1,1,"Subsoil",15.68749167,-7.37775,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.5000000397364,1464,1389
"icr072286","Sanza Pompo",3,1,"Topsoil",15.687965,-7.331673333,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.6500000158946,1463,1395
"icr072287","Sanza Pompo",3,1,"Subsoil",15.687965,-7.331673333,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.6500000158946,1463,1395
"icr072365","Sanza Pompo",7,1,"Topsoil",15.71909667,-7.340811667,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.9166667064031,1442,1411
"icr072366","Sanza Pompo",7,1,"Subsoil",15.71909667,-7.340811667,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.9166667064031,1442,1411
"icr072425","Sanza Pompo",10,1,"Topsoil",15.73790167,-7.361311667,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.8833334048589,1441,1413
"icr072426","Sanza Pompo",10,1,"Subsoil",15.73790167,-7.361311667,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.8833334048589,1441,1413
"icr072596","Mucope",1,1,"Topsoil",14.883505,-16.26941333,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",22.7999999125799,644,2242
"icr072597","Mucope",1,1,"Subsoil",14.883505,-16.26941333,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",22.7999999125799,644,2242
"icr072716","Mucope",7,1,"Topsoil",14.89889,-16.225095,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",22.8374999364217,652,2244
"icr072717","Mucope",7,1,"Subsoil",14.89889,-16.225095,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",22.8374999364217,652,2244
"icr072756","Mucope",9,1,"Topsoil",14.930115,-16.26354667,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",22.8250002066294,648,2243
"icr072757","Mucope",9,1,"Subsoil",14.930115,-16.26354667,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",22.8250002066294,648,2243
"icr072816","Mucope",12,1,"Topsoil",14.92257333,-16.203565,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",22.8166668812434,655,2244
"icr072817","Mucope",12,1,"Subsoil",14.92257333,-16.203565,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",22.8166668812434,655,2244
"icr072836","Mucope",13,1,"Topsoil",14.958435,-16.268775,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",22.9875000317891,653,2254
